player_id,player_name,eligible_positions,adp,points
Jasson_Dominguez_H,Jasson Dominguez_H,OF;Util,292.2,135.0
Robert_Garcia_P,Robert Garcia_P,RP,292.2,311.1
Spencer_Schwellenbach_P,Spencer Schwellenbach_P,SP,292.6,242.4
Matt_Shaw_H,Matt Shaw_H,2B;3B;OF;Util,292.8,184.5
Ian_Seymour_P,Ian Seymour_P,SP;RP,293.0,352.5
Quinn_Priester_P,Quinn Priester_P,SP;RP,293.6,370.9
Josh_Lowe_H,Josh Lowe_H,OF,297.5,278.0
Logan_Henderson_P,Logan Henderson_P,SP,297.6,287.0
Brady_Singer_P,Brady Singer_P,SP,297.8,496.4
Carson_Benge_H,Carson Benge_H,OF,298.6,216.0
Lenyn_Sosa_H,Lenyn Sosa_H,1B;2B;Util,300.5,221.0
Jordan_Lawlar_H,Jordan Lawlar_H,3B;OF,301.4,237.5
Jose_Soriano_P,Jose Soriano_P,SP,301.8,523.0
Zach_McKinstry_H,Zach McKinstry_H,2B;3B;SS;OF,302.6,226.5
Brayan_Bello_P,Brayan Bello_P,SP,302.8,457.3
Matt_Wallner_H,Matt Wallner_H,OF,305.0,289.0
Parker_Messick_P,Parker Messick_P,SP,305.2,372.0
Ryan_Jeffers_H,Ryan Jeffers_H,C;Util,305.2,287.0
Victor_Scott_H,Victor Scott_H,OF,306.4,263.0
Garrett_Whitlock_P,Garrett Whitlock_P,RP,306.6,249.0
Seth_Lugo_P,Seth Lugo_P,SP,307.4,455.0
Will_Warren_P,Will Warren_P,SP,308.2,376.9
Jonathan_India_H,Jonathan India_H,2B;3B;OF;Util,308.6,288.5
Brett_Baty_H,Brett Baty_H,1B;2B;3B;OF,309.8,253.0
Luis_Gil_P,Luis Gil_P,SP,310.0,312.0
Chris_Bassitt_P,Chris Bassitt_P,SP,310.4,497.6
Colt_Keith_H,Colt Keith_H,1B;2B;3B;Util,310.4,306.5
Jeff_McNeil_H,Jeff McNeil_H,2B;OF,310.4,323.5
Nick_Castellanos_H,Nick Castellanos_H,OF;Util,310.4,203.0
Jameson_Taillon_P,Jameson Taillon_P,SP,311.4,403.5
J_P_Crawford_H,J.P. Crawford_H,SS,312.0,311.5
David_Peterson_P,David Peterson_P,SP;RP,313.0,497.5
Cam_Smith_H,Cam Smith_H,OF,313.3,264.0
Josh_Smith_H,Josh Smith_H,1B;2B;3B;SS;OF,317.0,283.0
Jeremiah_Estrada_P,Jeremiah Estrada_P,RP,317.6,253.8
Brooks_Lee_H,Brooks Lee_H,2B;3B;SS,318.2,298.5
Carson_Kelly_H,Carson Kelly_H,C,318.3,206.5
Kirby_Yates_P,Kirby Yates_P,RP,318.8,239.4
Mitch_Keller_P,Mitch Keller_P,SP,320.4,509.0
Michael_Wacha_P,Michael Wacha_P,SP,321.2,465.8
Will_Vest_P,Will Vest_P,RP,322.4,252.1
Nolan_Arenado_H,Nolan Arenado_H,3B,323.2,332.0
Nolan_Schanuel_H,Nolan Schanuel_H,1B,324.2,355.5
Josh_Jung_H,Josh Jung_H,3B,324.6,280.5
Tyler_Mahle_P,Tyler Mahle_P,SP,324.8,372.5
Dylan_Beavers_H,Dylan Beavers_H,OF;Util,325.3,233.5
Tommy_Edman_H,Tommy Edman_H,2B;3B;OF,326.8,256.5
Anthony_Volpe_H,Anthony Volpe_H,SS,327.2,259.5
Cedric_Mullins_II_H,Cedric Mullins II_H,OF,328.0,272.5
Reid_Detmers_P,Reid Detmers_P,SP;RP,329.0,437.7
Reynaldo_Lopez_P,Reynaldo Lopez_P,SP;RP,330.4,424.9
Anthony_Santander_H,Anthony Santander_H,OF;Util,330.8,85.0
Brandon_Pfaadt_P,Brandon Pfaadt_P,SP;RP,331.6,479.1
Chad_Patrick_P,Chad Patrick_P,SP;RP,332.4,419.7
Zebby_Matthews_P,Zebby Matthews_P,SP,333.0,315.1
Jacob_Lopez_P,Jacob Lopez_P,SP,335.5,373.0
Justin_Steele_P,Justin Steele_P,SP,335.8,280.7
Andres_Gimenez_H,Andres Gimenez_H,2B;SS,336.2,308.0
Edwin_Uceta_P,Edwin Uceta_P,RP,337.8,257.0
Troy_Melton_P,Troy Melton_P,SP;RP,338.0,166.0
Riley_O_Brien_P,Riley O'Brien_P,RP,338.2,268.3
Cristian_Javier_P,Cristian Javier_P,SP,339.0,395.5
Cade_Cavalli_P,Cade Cavalli_P,SP,340.0,382.0
Jake_Cronenworth_H,Jake Cronenworth_H,1B;2B;SS,340.4,324.5
Bryce_Eldridge_H,Bryce Eldridge_H,1B;Util,341.0,180.5
Ryan_McMahon_H,Ryan McMahon_H,3B,343.4,251.5
Javier_Baez_H,Javier Baez_H,2B;3B;SS;OF,344.6,178.5
Carlos_Narvaez_H,Carlos Narvaez_H,C,345.8,214.5
Zach_Eflin_P,Zach Eflin_P,SP,346.0,411.6
Clayton_Beeter_P,Clayton Beeter_P,RP,346.3,285.2
Owen_Caissie_H,Owen Caissie_H,OF,346.8,219.5
Robby_Snelling_P,Robby Snelling_P,SP,347.3,251.2
Marcelo_Mayer_H,Marcelo Mayer_H,2B;3B,348.8,239.5
Max_Meyer_P,Max Meyer_P,SP,349.0,370.3
Hurston_Waldrep_P,Hurston Waldrep_P,SP,349.3,167.5
Kyle_Finnegan_P,Kyle Finnegan_P,RP,350.5,218.6
Harrison_Bader_H,Harrison Bader_H,OF,350.7,262.0
Matthew_Liberatore_P,Matthew Liberatore_P,SP,351.0,414.8
Brandon_Marsh_H,Brandon Marsh_H,OF,351.5,277.0
Jesus_Sanchez_H,Jesus Sanchez_H,OF;Util,353.0,252.0
Isaac_Collins_H,Isaac Collins_H,OF,353.7,253.5
Edgar_Quero_H,Edgar Quero_H,C;Util,354.0,230.0
Bo_Naylor_H,Bo Naylor_H,C,355.5,249.5
Justin_Sterner_P,Justin Sterner_P,RP,355.7,233.7
Jeffrey_Springs_P,Jeffrey Springs_P,SP,357.0,454.2
Luis_Severino_P,Luis Severino_P,SP,357.3,464.4
Moises_Ballesteros_H,Moises Ballesteros_H,C;Util,359.3,206.5
Lucas_Giolito_P,Lucas Giolito_P,SP,360.7,320.4
Dominic_Canzone_H,Dominic Canzone_H,OF;Util,360.8,240.5
Mike_Yastrzemski_H,Mike Yastrzemski_H,OF,361.8,268.0
Adrian_Morejon_P,Adrian Morejon_P,RP,362.0,237.4
Justin_Verlander_P,Justin Verlander_P,SP,362.0,402.9
Matt_Svanson_P,Matt Svanson_P,RP,362.0,228.1
Austin_Hays_H,Austin Hays_H,OF;Util,363.3,259.5
Grant_Holmes_P,Grant Holmes_P,SP,364.6,401.7
Grant_Taylor_P,Grant Taylor_P,SP;RP,366.0,323.1
Jonah_Tong_P,Jonah Tong_P,SP,366.0,102.1
Mick_Abel_P,Mick Abel_P,SP,366.3,325.7
Jake_Mangum_H,Jake Mangum_H,OF,367.3,179.5
Andrew_Benintendi_H,Andrew Benintendi_H,OF;Util,371.5,292.5
Victor_Vodnik_P,Victor Vodnik_P,RP,372.0,277.4
Nolan_Gorman_H,Nolan Gorman_H,2B;3B;Util,373.0,272.5
JoJo_Romero_P,JoJo Romero_P,RP,373.8,258.1
Taj_Bradley_P,Taj Bradley_P,SP,374.0,414.7
Johan_Oviedo_P,Johan Oviedo_P,SP,374.7,287.7
Josh_Bell_H,Josh Bell_H,1B;Util,376.0,335.5
Slade_Cecconi_P,Slade Cecconi_P,SP,376.0,423.7
Taylor_Rogers_P,Taylor Rogers_P,RP,376.5,261.3
Chase_Meidroth_H,Chase Meidroth_H,2B;3B;SS,376.7,298.0
Trevor_Larnach_H,Trevor Larnach_H,OF;Util,378.0,248.5
Simeon_Woods_Richardson_P,Simeon Woods Richardson_P,SP,379.0,392.2
Jordan_Walker_H,Jordan Walker_H,OF,379.3,266.0
